Timestamp,Daily_Close
1/1/14 23:59,754.9
1/2/14 23:59,784.19
1/3/14 23:59,809.4
1/4/14 23:59,828.79
1/5/14 23:59,905
1/6/14 23:59,919.24
1/7/14 23:59,785
1/9/14 23:59,824.76
1/10/14 23:59,852.61
1/11/14 23:59,896.59
1/12/14 23:59,844.05
1/13/14 23:59,823
1/15/14 23:59,841.14
1/16/14 23:59,814.4
1/17/14 23:59,797.2
1/19/14 23:59,842.07
1/20/14 23:59,826.02
1/23/14 23:59,812
1/24/14 23:59,780
1/25/14 23:59,806.8
1/27/14 23:59,751.95
1/28/14 23:59,788
1/29/14 23:59,794.21
1/30/14 23:59,799.99
1/31/14 23:59,803
2/2/14 23:59,814.99
2/5/14 23:59,782.33
2/6/14 23:59,763.99
2/7/14 23:59,705.01
2/8/14 23:59,680.49
2/10/14 23:59,687.81
2/11/14 23:59,675.1
2/12/14 23:59,651.99
2/13/14 23:59,604.11
2/14/14 23:59,669
2/16/14 23:59,621
2/17/14 23:59,633.66
2/18/14 23:59,627.7
2/19/14 23:59,623.01
2/20/14 23:59,561.86
2/21/14 23:59,581.35
2/22/14 23:59,610.88
2/23/14 23:59,610.09
2/24/14 23:59,535.49
2/25/14 23:59,535
2/26/14 23:59,585.24
2/28/14 23:59,551.89
3/3/14 23:59,677.69
3/4/14 23:59,673
3/5/14 23:59,669.99
3/6/14 23:59,669.57
3/7/14 23:59,632.79
3/8/14 23:59,620
3/12/14 23:59,634.95
3/13/14 23:59,641.01
3/14/14 23:59,630.42
3/16/14 23:59,634.99
3/17/14 23:59,621.11
3/18/14 23:59,612
3/20/14 23:59,587.98
3/24/14 23:59,585.99
3/25/14 23:59,583.77
3/26/14 23:59,581.49
3/27/14 23:59,475
3/28/14 23:59,502.01
3/31/14 23:59,454.83
4/1/14 23:59,478.98
4/2/14 23:59,439
4/4/14 23:59,452.2
4/5/14 23:59,464.8
4/6/14 23:59,456.27
4/7/14 23:59,447.11
4/9/14 23:59,441.69
4/10/14 23:59,363.12
4/11/14 23:59,423
4/13/14 23:59,416.3
4/15/14 23:59,521
4/16/14 23:59,530
4/17/14 23:59,500.09
4/18/14 23:59,483.11
4/20/14 23:59,500
4/22/14 23:59,490
4/24/14 23:59,502.2
4/25/14 23:59,466.52
4/26/14 23:59,459
4/27/14 23:59,430
5/1/14 23:59,460.97
5/3/14 23:59,439
5/4/14 23:59,438.04
5/8/14 23:59,437.69
5/10/14 23:59,455.39
5/11/14 23:59,440
5/13/14 23:59,439.12
5/20/14 23:59,489
5/21/14 23:59,493.98
5/22/14 23:59,529.99
5/23/14 23:59,523.77
5/24/14 23:59,528.44
5/26/14 23:59,581.88
5/27/14 23:59,572.7
5/28/14 23:59,580.66
5/30/14 23:59,621
6/1/14 23:59,630.99
6/2/14 23:59,661.22
6/3/14 23:59,670.14
6/4/14 23:59,640.59
6/6/14 23:59,647.16
6/7/14 23:59,657.13
6/9/14 23:59,648.83
6/11/14 23:59,620.5
6/12/14 23:59,569.1
6/13/14 23:59,592
6/14/14 23:59,566.58
6/15/14 23:59,588.55
6/16/14 23:59,586.91
6/17/14 23:59,606.48
6/19/14 23:59,593.4
6/20/14 23:59,588.02
6/21/14 23:59,591.29
6/23/14 23:59,588.22
6/24/14 23:59,572.62
6/25/14 23:59,560.4
6/26/14 23:59,579.99
6/27/14 23:59,599.99
6/28/14 23:59,589.56
6/30/14 23:59,641.11
7/1/14 23:59,638.25
7/2/14 23:59,650.5
7/3/14 23:59,645.99
7/4/14 23:59,629
7/5/14 23:59,630
7/7/14 23:59,622.09
7/8/14 23:59,623.98
7/10/14 23:59,616.87
7/11/14 23:59,635
7/12/14 23:59,638.1
7/13/14 23:59,630.88
7/14/14 23:59,621.17
7/16/14 23:59,616.86
7/17/14 23:59,622.2
7/18/14 23:59,632.6
7/19/14 23:59,628.63
7/20/14 23:59,627
7/21/14 23:59,622.73
7/22/14 23:59,618.26
7/23/14 23:59,621
7/24/14 23:59,601.66
7/25/14 23:59,602.93
7/26/14 23:59,596.23
7/27/14 23:59,590.3
7/28/14 23:59,586.53
7/29/14 23:59,585.95
7/30/14 23:59,563.84
7/31/14 23:59,582.04
8/2/14 23:59,589.59
8/3/14 23:59,588.91
8/4/14 23:59,588.5
8/5/14 23:59,581.76
8/6/14 23:59,581.16
8/7/14 23:59,585.84
8/8/14 23:59,588.02
8/9/14 23:59,587.97
8/10/14 23:59,590.96
8/11/14 23:59,573.98
8/12/14 23:59,566.69
8/13/14 23:59,548.81
8/14/14 23:59,507.99
8/15/14 23:59,500.25
8/16/14 23:59,521.97
8/17/14 23:59,496.86
8/18/14 23:59,475.22
8/19/14 23:59,491.98
8/20/14 23:59,516.39
8/21/14 23:59,519.28
8/22/14 23:59,514.65
8/23/14 23:59,497
8/24/14 23:59,507.85
8/25/14 23:59,503.82
8/26/14 23:59,512.18
8/27/14 23:59,511.87
8/28/14 23:59,506
8/29/14 23:59,509.3
8/30/14 23:59,500.85
8/31/14 23:59,479.04
9/1/14 23:59,474.54
9/2/14 23:59,474.5
9/3/14 23:59,474.89
9/4/14 23:59,487.43
9/5/14 23:59,477.65
9/6/14 23:59,479.78
9/7/14 23:59,475.43
9/8/14 23:59,468.33
9/9/14 23:59,473.2
9/10/14 23:59,476.57
9/12/14 23:59,474.62
9/13/14 23:59,477.98
9/14/14 23:59,475.49
9/15/14 23:59,469.47
9/16/14 23:59,462.02
9/17/14 23:59,452.09
9/18/14 23:59,425
9/19/14 23:59,395.86
9/20/14 23:59,408.76
9/21/14 23:59,399.55
9/22/14 23:59,400.07
9/23/14 23:59,438.97
9/24/14 23:59,423.68
9/25/14 23:59,408.76
9/26/14 23:59,403.57
9/27/14 23:59,401.77
9/28/14 23:59,375.35
9/29/14 23:59,374.2
9/30/14 23:59,391.09
10/1/14 23:59,384.86
10/2/14 23:59,374.68
10/3/14 23:59,358.74
10/4/14 23:59,326.21
10/5/14 23:59,323.52
10/6/14 23:59,328.59
10/7/14 23:59,334.8
10/8/14 23:59,355.73
10/9/14 23:59,364.01
10/10/14 23:59,360.89
10/11/14 23:59,362
10/12/14 23:59,378.11
10/13/14 23:59,392.6
10/14/14 23:59,403.38
10/15/14 23:59,394.52
10/16/14 23:59,383.95
10/17/14 23:59,383.65
10/18/14 23:59,390.58
10/19/14 23:59,387.53
10/20/14 23:59,381.21
10/21/14 23:59,385.81
10/22/14 23:59,382.04
10/23/14 23:59,357.18
10/25/14 23:59,348.69
10/26/14 23:59,355.18
10/28/14 23:59,356.96
10/29/14 23:59,335.7
10/31/14 23:59,337.99
11/1/14 23:59,324.7
11/3/14 23:59,325.5
11/5/14 23:59,338.38
11/6/14 23:59,349.99
11/8/14 23:59,345.39
11/9/14 23:59,364.77
11/10/14 23:59,366.43
11/11/14 23:59,370.65
11/12/14 23:59,426.63
11/13/14 23:59,420.93
11/14/14 23:59,399.98
11/16/14 23:59,389.86
11/17/14 23:59,387.69
11/18/14 23:59,374.88
11/19/14 23:59,379.03
11/20/14 23:59,356.47
11/21/14 23:59,351.2
11/22/14 23:59,353.12
11/23/14 23:59,367.17
11/24/14 23:59,375.99
11/25/14 23:59,377.37
11/27/14 23:59,369.98
11/28/14 23:59,376.86
11/30/14 23:59,377.01
12/1/14 23:59,376.53
12/2/14 23:59,379.52
12/4/14 23:59,369.16
12/6/14 23:59,374.38
12/7/14 23:59,377.26
12/8/14 23:59,361.3
12/9/14 23:59,352.03
12/10/14 23:59,345.21
12/11/14 23:59,348.9
12/12/14 23:59,352.24
12/13/14 23:59,351.67
12/14/14 23:59,356.52
12/15/14 23:59,349
12/16/14 23:59,329.05
12/17/14 23:59,322
12/19/14 23:59,318.33
12/20/14 23:59,331.79
12/21/14 23:59,320.01
12/24/14 23:59,323.06
12/26/14 23:59,328.27
12/27/14 23:59,316.47
12/29/14 23:59,313.01
12/30/14 23:59,311.07
12/31/14 23:59,321
1/1/15 23:59,313.81
1/2/15 23:59,315.42
1/3/15 23:59,282
1/9/15 23:59,282
1/10/15 23:59,280
1/11/15 23:59,280
1/12/15 23:59,268.25
1/13/15 23:59,232.01
1/14/15 23:59,191
1/15/15 23:59,211.92
1/16/15 23:59,214.28
1/17/15 23:59,197
1/18/15 23:59,210.16
1/19/15 23:59,210.16
1/20/15 23:59,209.19
1/21/15 23:59,213.02
1/24/15 23:59,213.02
1/27/15 23:59,254.2
1/28/15 23:59,259.66
1/29/15 23:59,229.53
1/30/15 23:59,232.98
1/31/15 23:59,230.13
2/1/15 23:59,214.53
2/2/15 23:59,214.53
2/3/15 23:59,241.38
2/4/15 23:59,227.5
2/6/15 23:59,225.61
2/7/15 23:59,225.61
2/8/15 23:59,228.86
2/10/15 23:59,216.79
2/11/15 23:59,216.79
2/12/15 23:59,219.22
2/13/15 23:59,235.06
2/14/15 23:59,247.86
2/15/15 23:59,255.37
2/16/15 23:59,233.62
2/17/15 23:59,233.62
2/19/15 23:59,242.28
2/22/15 23:59,245.65
2/23/15 23:59,233.16
2/27/15 23:59,251.57
2/28/15 23:59,252.2
3/2/15 23:59,252.2
3/3/15 23:59,276.41
3/4/15 23:59,278.48
3/5/15 23:59,265.99
3/7/15 23:59,272.22
3/9/15 23:59,280.15
3/11/15 23:59,290.78
3/13/15 23:59,289.81
3/14/15 23:59,289.81
3/15/15 23:59,284.31
3/17/15 23:59,289.96
3/21/15 23:59,260
3/22/15 23:59,260.07
3/24/15 23:59,254.96
3/25/15 23:59,245.96
3/27/15 23:59,247.99
3/28/15 23:59,252.51
3/30/15 23:59,243.13
3/31/15 23:59,244.11
4/1/15 23:59,244.11
4/2/15 23:59,245.9
4/3/15 23:59,253.92
4/5/15 23:59,254.71
4/6/15 23:59,257.69
4/8/15 23:59,245.72
