Timestamp,BTC_Volume,CURRENCY_Volume,Daily_Open,Daily_Close,Daily_High,Daily_Low
11/1/15 23:59,395.6611507,129337.6696,319,319.01,329.85,310.88
7/19/14 23:59,40.2265942,25265.37645,632.59,628.63,632.6,625
6/3/17 23:59,348.6066822,887341.7027,2527.88,2524.53,2584.34,2506.8
3/1/18 23:59,0.84697475,9251.559236,10693.97,10693.98,11090,10612.07
9/23/17 23:59,164.29689,620885.3554,3787.99,3787.94,3810.25,3698.19
11/20/20 23:59,319.9379846,5974419.892,18326.52,18329.47,18824.88,18150
6/20/17 23:59,362.2675453,994898.4124,2623.06,2619.98,2783,2614
1/30/17 23:59,79.73402442,73367.25347,916,916.98,923,914.93
4/4/19 23:59,42.06103746,206310.9087,4985.94,4985.94,5045.21,4778.59
4/15/15 23:59,310.6466551,68988.19903,220.69,220.52,222.88,217.5
7/12/20 23:59,21.59404868,200538.0181,9251.54,9246.31,9347.76,9153.48
2/26/16 23:59,231.6500085,99643.63641,422.78,423.52,432,409.07
3/9/21 23:59,25.5176193,1400066.204,54208.46,54224.47,54939.26,53540
6/14/14 23:59,267.0623803,152118.4135,592,566.58,593.53,538.38
11/3/16 23:59,54.54271946,37286.24953,724.97,742.99,745.19,670.32
4/2/20 23:59,105.6196775,718005.0335,6690,6692.42,7236.39,6629.8
12/9/14 23:59,114.6604015,40173.7576,362.74,352.03,364.59,343.97
9/9/18 23:59,50.55471571,314803.2299,6367.36,6364.99,6429.23,6208.38
1/4/18 23:59,256.7386899,3895514.887,14569.41,14594.42,15200.52,14258.6
1/25/20 23:59,19.02737245,158884.8096,8293.98,8293.98,8404.99,8273.36
2/21/14 23:59,96.23427904,55944.69642,561.86,581.35,589,530.01
2/23/18 23:59,188.8426402,1921612.426,10188.45,10187.95,10405.3,9897.5
6/15/15 23:59,55.64890939,13135.81917,234.12,234.1,237.09,233.4
9/22/17 23:59,112.6640519,407654.1952,3569.98,3570.59,3642,3514
4/7/16 23:59,11.97415378,5028.783407,420.22,419.77,421.99,418.09
7/29/16 23:59,0.06087973,39.86176966,654.07,653.01,657.48,653
2/17/15 23:59,37.11309607,9090.987859,239,233.62,248.78,236.13
10/11/20 23:59,48.74136176,554936.2954,11366.02,11368.59,11447.44,11272.11
7/14/18 23:59,35.20371204,220043.6254,6239.43,6239.43,6317.84,6200.01
1/31/19 23:59,158.6421129,540855.0814,3408.81,3410.29,3427.69,3395.72
4/8/19 23:59,326.1918603,1723264.629,5137.46,5134.69,5317.54,5127.68
1/31/15 23:59,410.2331591,89442.39846,230.13,230.13,234.33,215.75
11/27/18 23:59,106.7431045,402666.0001,3660.6,3659.1,3834.35,3629.41
9/13/17 23:59,356.4122127,1373116.497,3831.03,3831.03,3960,3720.01
12/21/20 23:59,200.2286724,4575790.966,22696.36,22707.59,23346.33,21864.86
9/3/17 23:59,19.91411654,91657.32185,4557.4,4566.07,4624.72,4385
10/3/20 23:59,4.97819903,52523.04952,10543.56,10539.77,10605.79,10524.48
6/22/20 23:59,28.9067753,280064.7631,9458.07,9455.11,9798.76,9447.93
5/29/19 23:59,109.5955432,948639.3931,8638.51,8624.21,8762.39,8612.74
5/24/17 23:59,795.0404431,1911865.576,2379.19,2379.2,2481.75,2344.03
