Timestamp,Hourly_Close
1/1/14 0:59,739.02
1/1/14 1:59,741.89
1/1/14 2:59,747.2
1/1/14 3:59,744.99
1/1/14 4:59,749.52
1/1/14 5:59,749.9
1/1/14 8:59,742
1/1/14 9:59,745
1/1/14 10:59,739.55
1/1/14 12:59,741.99
1/1/14 14:59,745
1/1/14 15:59,743.35
1/1/14 16:59,744.9
1/1/14 17:59,747
1/1/14 19:59,745.2
1/1/14 20:59,747
1/1/14 21:59,752.96
1/1/14 22:59,752.93
1/1/14 23:59,754.9
1/2/14 0:59,749
1/2/14 1:59,749.6
1/2/14 2:59,747.01
1/2/14 3:59,746.1
1/2/14 4:59,747.85
1/2/14 5:59,745.38
1/2/14 6:59,744.92
1/2/14 7:59,746.3
1/2/14 8:59,747.4
1/2/14 9:59,749
1/2/14 10:59,751
1/2/14 11:59,758.5
1/2/14 13:59,753.38
1/2/14 14:59,750.16
1/2/14 15:59,751.62
1/2/14 16:59,756.11
1/2/14 17:59,757.99
1/2/14 18:59,763.23
1/2/14 19:59,770
1/2/14 20:59,786
1/2/14 21:59,789.98
1/2/14 22:59,787
1/2/14 23:59,784.19
1/3/14 0:59,785.98
1/3/14 1:59,782.09
1/3/14 2:59,769.3
1/3/14 3:59,777
1/3/14 4:59,778.59
1/3/14 5:59,782.09
1/3/14 6:59,781.45
1/3/14 7:59,784
1/3/14 8:59,791.6
1/3/14 9:59,798.3
1/3/14 10:59,812
1/3/14 11:59,804.99
1/3/14 12:59,809.99
1/3/14 13:59,813.99
1/3/14 14:59,812
1/3/14 15:59,810.01
1/3/14 16:59,806.58
1/3/14 17:59,806.03
1/3/14 18:59,799.78
1/3/14 19:59,798.99
1/3/14 20:59,800
1/3/14 21:59,799.5
1/3/14 23:59,809.4
1/4/14 0:59,801.11
1/4/14 2:59,804.09
1/4/14 3:59,795.2
1/4/14 4:59,795.78
1/4/14 6:59,795.1
1/4/14 7:59,813.5
1/4/14 8:59,811
1/4/14 9:59,809.03
1/4/14 10:59,805.72
1/4/14 12:59,808.89
1/4/14 13:59,805.7
1/4/14 14:59,813.9
1/4/14 16:59,828.5
1/4/14 17:59,822
1/4/14 18:59,822.82
1/4/14 19:59,821.68
1/4/14 20:59,827
1/4/14 21:59,825.12
1/4/14 22:59,828.01
1/4/14 23:59,828.79
1/5/14 0:59,839.98
1/5/14 1:59,839.9
1/5/14 2:59,828.3
1/5/14 3:59,838.69
1/5/14 4:59,841
1/5/14 5:59,839.01
1/5/14 6:59,839.3
1/5/14 8:59,841.27
1/5/14 11:59,839.99
1/5/14 12:59,853.5
1/5/14 13:59,858
1/5/14 14:59,877.98
1/5/14 15:59,870
1/5/14 16:59,906
1/5/14 17:59,895.76
1/5/14 18:59,908
1/5/14 19:59,911.2
1/5/14 20:59,923.8
1/5/14 21:59,913
1/5/14 22:59,908.5
1/5/14 23:59,905
1/6/14 0:59,909.71
1/6/14 1:59,910.34
1/6/14 2:59,920.47
1/6/14 3:59,944
1/6/14 4:59,939.81
1/6/14 5:59,947
1/6/14 6:59,969
1/6/14 7:59,968.18
1/6/14 8:59,972
1/6/14 9:59,990
1/6/14 10:59,981.02
1/6/14 11:59,968.02
1/6/14 12:59,929.01
1/6/14 13:59,945
1/6/14 14:59,940
1/6/14 15:59,876
1/6/14 16:59,899.02
1/6/14 17:59,938
1/6/14 18:59,919.99
1/6/14 19:59,930
1/6/14 20:59,932.82
1/6/14 21:59,927.4
1/6/14 22:59,914.84
1/6/14 23:59,919.24
1/7/14 0:59,924.99
1/7/14 1:59,935.1
1/7/14 2:59,932.61
1/7/14 3:59,928.11
1/7/14 4:59,927.17
1/7/14 6:59,911.98
1/7/14 7:59,917
1/7/14 8:59,908.22
1/7/14 9:59,911.83
1/7/14 10:59,903
1/7/14 11:59,894.06
1/7/14 12:59,856.22
1/7/14 13:59,889.98
1/7/14 14:59,873.5
1/7/14 15:59,891.1
1/7/14 16:59,880.26
1/7/14 17:59,867.29
1/7/14 18:59,847.03
1/7/14 19:59,844.61
1/7/14 20:59,839
1/7/14 21:59,823
1/7/14 22:59,806
1/7/14 23:59,785
1/8/14 0:59,794.89
1/8/14 1:59,810
1/8/14 2:59,823.18
1/8/14 3:59,828
1/8/14 4:59,807.51
1/8/14 5:59,812.22
1/8/14 6:59,790.51
1/8/14 7:59,807
1/8/14 8:59,820
1/8/14 9:59,827
1/8/14 10:59,837
1/8/14 11:59,838.99
1/8/14 12:59,819.54
1/8/14 13:59,828.95
1/8/14 14:59,816.99
1/8/14 15:59,795
1/8/14 16:59,804.88
1/8/14 17:59,818
1/8/14 18:59,819.54
1/8/14 19:59,809.51
1/8/14 20:59,812.61
1/8/14 21:59,817
1/8/14 22:59,813
1/9/14 0:59,829
1/9/14 1:59,818.98
1/9/14 3:59,819.7
1/9/14 4:59,828.91
1/9/14 5:59,830.57
1/9/14 6:59,839.19
1/9/14 7:59,837.81
1/9/14 8:59,842.72
1/9/14 9:59,834.65
1/9/14 11:59,817
